Scenario	Total_Energy_kWh	Site_EUI_kWh_m2_yr	Op_Cost_USD_m2_yr	Operational_CO2_kg_yr	Operational_CO2_Intensity_kg_m2_yr	Embodied_CO2_kg	Embodied_CO2_kg_m2	Total_CO2_kg	Cumulative_CO2_kg_m2_yr	PV_Generated_kWh	PV_Used_Onsite_kWh	PV_Exported_kWh	PV_SelfSufficiency_pct	PV_SelfConsumption_pct	PV_Generation_Intensity_kWh_m2_yr
Passive Building PV	4857599.632	127.000003	23.52306755	3123436.563	81.66100192	8935129.609	233.6053963	12058566.17	85.55442519	4857600	2179644	1823382	44.9	54.4	104.657517
