Scenario	Total_Energy_kWh	Site_EUI_kWh_m2_yr	Op_Cost_USD_m2_yr	Operational_CO2_kg_yr	Operational_CO2_Intensity_kg_m2_yr	Embodied_CO2_kg	Embodied_CO2_kg_m2	Total_CO2_kg	Cumulative_CO2_kg_m2_yr
Passive Building	8589108.898	224.558823	23.13678027	3889336.292	101.6851446	6753914.371	176.5783947	10643250.66	104.6281178
