Scenario	Total_Energy_kWh	Site_EUI_kWh_m2_yr	Op_Cost_USD_m2_yr	Operational_CO2_kg_yr	Operational_CO2_Intensity_kg_m2_yr	Embodied_CO2_kg	Embodied_CO2_kg_m2	Total_CO2_kg	Cumulative_CO2_kg_m2_yr
Baseline	9968261.443	260.6162156	24.16871424	4276376.817	111.8041645	7197859.556	188.1851644	11474236.37	114.9405839
