Scenario	Total_Energy_kWh	Site_EUI_kWh_m2_yr	Op_Cost_USD_m2_yr	Operational_CO2_kg_yr	Operational_CO2_Intensity_kg_m2_yr	Embodied_CO2_kg	Embodied_CO2_kg_m2	Total_CO2_kg	Cumulative_CO2_kg_m2_yr
Passive Building	4857599.632	127.000003	23.52306755	3123436.563	81.66100192	8935129.609	233.6053963	12058566.17	85.55442519
